Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target,Manipulation: correctAnswerCount,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Attempt,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,ANSWER,stimuli,ShowProgressBar
1028,1773236761323,11/03/2026 13:46:01,1773236761323,-5,11/03/2026 08:46:01,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,166,phonetic categorization,fixation,99n54d,1,timedOut,,,501.3999999978114,500,501.3999999978114,501.3999999978114,500,501.3999999978114,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+50.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1029,1773236761324,11/03/2026 13:46:01,1773236761324,-5,11/03/2026 08:46:01,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,166,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.899999997811392,0,2.899999997811392,2.899999997811392,0,2.899999997811392,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+50.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1030,1773236761697,11/03/2026 13:46:01,1773236761697,-5,11/03/2026 08:46:01,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,166,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,375.80000000004657,367.20000000006985,375.80000000004657,375.80000000004657,367.20000000006985,375.80000000004657,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+50.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1031,1773236761698,11/03/2026 13:46:01,1773236761698,-5,11/03/2026 08:46:01,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,166,phonetic categorization,soundplay,x8jhtp,2,continue,,,376.30000000004657,367.20000000006985,376.30000000004657,376.30000000004657,367.20000000006985,376.30000000004657,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+50.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1032,1773236762433,11/03/2026 13:46:02,1773236762433,-5,11/03/2026 08:46:02,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,166,phonetic categorization,2AFC,6i7z8o,3,response,t,,744.2999999992317,734.2999999999302,744.2999999992317,744.2999999992317,734.2999999999302,744.2999999992317,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+50.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1033,1773236763624,11/03/2026 13:46:03,1773236763624,-5,11/03/2026 08:46:03,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,166,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.4999999993015,1200.9000000000233,1201.4999999993015,1201.4999999993015,1200.9000000000233,1201.4999999993015,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+50.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1034,1773236764125,11/03/2026 13:46:04,1773236764125,-5,11/03/2026 08:46:04,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,167,phonetic categorization,fixation,99n54d,1,timedOut,,,501.0999999992782,500.4000000000233,501.0999999992782,501.0999999992782,500.4000000000233,501.0999999992782,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1035,1773236764127,11/03/2026 13:46:04,1773236764127,-5,11/03/2026 08:46:04,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,167,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.300000000745058,0,2.300000000745058,2.300000000745058,0,2.300000000745058,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1036,1773236764547,11/03/2026 13:46:04,1773236764547,-5,11/03/2026 08:46:04,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,167,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,422.80000000074506,416.69999999995343,422.80000000074506,422.80000000074506,416.69999999995343,422.80000000074506,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1037,1773236764552,11/03/2026 13:46:04,1773236764552,-5,11/03/2026 08:46:04,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,167,phonetic categorization,soundplay,x8jhtp,2,continue,,,428.19999999925494,416.69999999995343,428.19999999925494,428.19999999925494,416.69999999995343,428.19999999925494,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1038,1773236765225,11/03/2026 13:46:05,1773236765225,-5,11/03/2026 08:46:05,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,167,phonetic categorization,2AFC,6i7z8o,3,response,t,,683.8999999978114,667.5,683.8999999978114,683.8999999978114,667.5,683.8999999978114,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1039,1773236766410,11/03/2026 13:46:06,1773236766410,-5,11/03/2026 08:46:06,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,167,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.8000000000466,1201.3000000000466,1201.8000000000466,1201.8000000000466,1201.3000000000466,1201.8000000000466,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+120.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1040,1773236766911,11/03/2026 13:46:06,1773236766911,-5,11/03/2026 08:46:06,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,168,phonetic categorization,fixation,99n54d,1,timedOut,,,501.19999999925494,500.5999999999767,501.19999999925494,501.19999999925494,500.5999999999767,501.19999999925494,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1041,1773236766913,11/03/2026 13:46:06,1773236766913,-5,11/03/2026 08:46:06,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,168,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.299999998533167,0,2.299999998533167,2.299999998533167,0,2.299999998533167,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1042,1773236767313,11/03/2026 13:46:07,1773236767313,-5,11/03/2026 08:46:07,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,168,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,402.79999999853317,399.70000000006985,402.79999999853317,402.79999999853317,399.70000000006985,402.79999999853317,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1043,1773236767313,11/03/2026 13:46:07,1773236767313,-5,11/03/2026 08:46:07,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,168,phonetic categorization,soundplay,x8jhtp,2,continue,,,403.0999999992782,399.70000000006985,403.0999999992782,403.0999999992782,399.70000000006985,403.0999999992782,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1044,1773236767978,11/03/2026 13:46:07,1773236767978,-5,11/03/2026 08:46:07,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,168,phonetic categorization,2AFC,6i7z8o,3,response,d,,667.2999999977183,650.8999999999069,667.2999999977183,667.2999999977183,650.8999999999069,667.2999999977183,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1045,1773236769162,11/03/2026 13:46:09,1773236769162,-5,11/03/2026 08:46:09,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,168,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.4999999993015,1200.8000000000466,1201.4999999993015,1201.4999999993015,1200.8000000000466,1201.4999999993015,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+10.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1046,1773236769663,11/03/2026 13:46:09,1773236769663,-5,11/03/2026 08:46:09,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,169,phonetic categorization,fixation,99n54d,1,timedOut,,,501.0999999977648,500.4000000000233,501.0999999977648,501.0999999977648,500.4000000000233,501.0999999977648,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+90.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1047,1773236769665,11/03/2026 13:46:09,1773236769665,-5,11/03/2026 08:46:09,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,169,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.400000000721775,0,2.400000000721775,2.400000000721775,0,2.400000000721775,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+90.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1048,1773236770047,11/03/2026 13:46:10,1773236770047,-5,11/03/2026 08:46:10,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,169,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,384.69999999774154,383.5999999999767,384.69999999774154,384.69999999774154,383.5999999999767,384.69999999774154,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+90.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1049,1773236770047,11/03/2026 13:46:10,1773236770047,-5,11/03/2026 08:46:10,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,169,phonetic categorization,soundplay,x8jhtp,2,continue,,,384.9999999984866,383.5999999999767,384.9999999984866,384.9999999984866,383.5999999999767,384.9999999984866,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+90.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1050,1773236770801,11/03/2026 13:46:10,1773236770801,-5,11/03/2026 08:46:10,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,169,phonetic categorization,2AFC,6i7z8o,3,response,t,,755.0999999977648,750.8000000000466,755.0999999977648,755.0999999977648,750.8000000000466,755.0999999977648,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+90.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1051,1773236771998,11/03/2026 13:46:11,1773236771998,-5,11/03/2026 08:46:11,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,169,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.7999999977183,1201,1201.7999999977183,1201.7999999977183,1201,1201.7999999977183,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+90.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1052,1773236772499,11/03/2026 13:46:12,1773236772499,-5,11/03/2026 08:46:12,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,170,phonetic categorization,fixation,99n54d,1,timedOut,,,501.0000000006985,500.29999999993015,501.0000000006985,501.0000000006985,500.29999999993015,501.0000000006985,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+65.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1053,1773236772500,11/03/2026 13:46:12,1773236772500,-5,11/03/2026 08:46:12,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,170,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.400000000023283,0,2.400000000023283,2.400000000023283,0,2.400000000023283,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+65.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1054,1773236772880,11/03/2026 13:46:12,1773236772880,-5,11/03/2026 08:46:12,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,170,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,381.79999999853317,367,381.79999999853317,381.79999999853317,367,381.79999999853317,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+65.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1055,1773236772880,11/03/2026 13:46:12,1773236772880,-5,11/03/2026 08:46:12,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,170,phonetic categorization,soundplay,x8jhtp,2,continue,,,382.20000000076834,367,382.20000000076834,382.20000000076834,367,382.20000000076834,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+65.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1056,1773236773778,11/03/2026 13:46:13,1773236773778,-5,11/03/2026 08:46:13,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,170,phonetic categorization,2AFC,6i7z8o,3,response,t,,913.4000000000233,901.0999999999767,913.4000000000233,913.4000000000233,901.0999999999767,913.4000000000233,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+65.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1057,1773236774967,11/03/2026 13:46:14,1773236774967,-5,11/03/2026 08:46:14,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,170,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1201.1000000007916,1200.7000000000698,1201.1000000007916,1201.1000000007916,1200.7000000000698,1201.1000000007916,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+65.wav,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1058,1773236775468,11/03/2026 13:46:15,1773236775468,-5,11/03/2026 08:46:15,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,171,phonetic categorization,fixation,99n54d,1,timedOut,,,501.79999999923166,500.4000000000233,501.79999999923166,501.79999999923166,500.4000000000233,501.79999999923166,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1059,1773236775470,11/03/2026 13:46:15,1773236775470,-5,11/03/2026 08:46:15,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,171,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.7999999977182597,0,2.7999999977182597,2.7999999977182597,0,2.7999999977182597,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1060,1773236777877,11/03/2026 13:46:17,1773236777877,-5,11/03/2026 08:46:17,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,171,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,2410.3999999992084,2402.399999999907,2410.3999999992084,2410.3999999992084,2402.399999999907,2410.3999999992084,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
1061,1773236777878,11/03/2026 13:46:17,1773236777878,-5,11/03/2026 08:46:17,255858,16,task-pkec,,53641867,69829bc1224b28f0538900d5,15404649,,complete,,69b16ed03097627b802e9442,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,2560x1440,1209x793,,,0,Phonetic categorization,32,spreadsheet1_dt_t left,pass,,,$${overridespreadsheet},spreadsheet1_dt_t left,171,phonetic categorization,soundplay,x8jhtp,2,continue,,,2410.6999999999534,2402.399999999907,2410.6999999999534,2410.6999999999534,2402.399999999907,2410.6999999999534,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,catch,pleft_ame.mp3,,1,t,d,288,3,,,,,,,,,,,,,,,,,,,,,,,
